trial_index,arm_name,trial_status,generation_method,metric,guidance_strength,delta_x0_guidance_strength
0,0_0,COMPLETED,Sobol,0.9971857070922852,2.1171437703247107,14.04972890470259
1,1_0,COMPLETED,Sobol,1.5736818313598633,11.25494501613153,0.0018190874717152773
2,2_0,COMPLETED,Sobol,4.580020904541016,4515.326712387585,1087.4475756251632
3,3_0,COMPLETED,Sobol,0.7987022399902344,0.006969555537636039,0.0676231568531294
4,4_0,COMPLETED,Sobol,0.9158849716186523,0.03196072393898811,6595.91948484407
5,5_0,COMPLETED,Sobol,3.286600112915039,946.9135564768425,0.6675225831969028
6,6_0,COMPLETED,Sobol,3.2416582107543945,156.52310375614704,73.81937040179464
7,7_0,COMPLETED,Sobol,0.8794069290161133,0.15830968650109772,0.016114384022914603
8,8_0,COMPLETED,Sobol,0.8226633071899414,0.06389532844088555,323.2467826183495
9,9_0,COMPLETED,Sobol,3.191709518432617,63.14439270056794,0.24419238285518258
10,10_0,COMPLETED,Sobol,3.170490264892578,312.8449474300653,3.60158114535977
11,11_0,COMPLETED,Sobol,1.0210275650024414,0.01056462409746768,0.005921282816758441
12,12_0,COMPLETED,Sobol,0.925898551940918,0.0022149557478978238,38.538407048305494
13,13_0,COMPLETED,Sobol,3.4782886505126953,1434.2686992886104,0.03757843338341841
14,14_0,COMPLETED,Sobol,1.1332035064697266,4.722828150710441,2996.011383190132
15,15_0,COMPLETED,Sobol,0.9493827819824219,0.8888210463477708,1.3908209821151927
16,16_0,COMPLETED,Sobol,0.8772611618041992,0.465177140849424,1727.4981456966732
17,17_0,COMPLETED,Sobol,1.1496543884277344,6.742131117073369,2.1947667010081613
18,18_0,COMPLETED,Sobol,3.729104995727539,2740.316142993005,62.698745998478024
19,19_0,COMPLETED,Sobol,0.7930994033813477,0.0015514728739400355,0.02238249956522298
20,20_0,COMPLETED,Sobol,0.8440017700195312,0.019478652082477406,6.258836299306231
21,21_0,COMPLETED,Sobol,3.477334976196289,209.80943418588666,0.0037448765711997636
22,22_0,COMPLETED,Sobol,2.9528141021728516,34.249619844937754,198.29325766697872
23,23_0,COMPLETED,Sobol,0.8466243743896484,0.09527940928186819,0.41080594334018117
24,24_0,COMPLETED,Sobol,0.9608268737792969,0.2919420636465353,128.21749399225214
25,25_0,COMPLETED,Sobol,3.193497657775879,104.9925905421032,0.010196691288021056
26,26_0,COMPLETED,Sobol,3.323197364807129,513.4466601123999,4048.364579439075
27,27_0,COMPLETED,Sobol,1.0764598846435547,0.04764426058519628,1.1223813758299823
28,28_0,COMPLETED,Sobol,0.7586479187011719,0.0036487582011609856,627.3056487970875
29,29_0,COMPLETED,Sobol,4.684209823608398,6447.928252570093,0.1066633978202387
30,30_0,COMPLETED,Sobol,2.7304887771606445,21.499541238900076,22.84699764554201
31,31_0,COMPLETED,Sobol,0.973820686340332,1.4826719977923462,0.0010839940807778898
32,32_0,COMPLETED,Sobol,0.8428096771240234,1.5977964329009622,858.4755990051265
33,33_0,COMPLETED,Sobol,2.238035202026367,14.908967497976587,0.08837755322255801
34,34_0,COMPLETED,Sobol,4.923105239868164,9901.632897746531,10.087212849600622
35,35_0,COMPLETED,Sobol,0.8389949798583984,0.0031789440474575157,0.0021641349802172527
36,36_0,COMPLETED,Sobol,0.8678436279296875,0.04251045029764096,106.06651931002281
37,37_0,COMPLETED,Sobol,3.2706260681152344,711.7622662637816,0.013983460961861814
38,38_0,COMPLETED,Sobol,3.1414031982421875,71.12405811353854,8101.237097615229
39,39_0,COMPLETED,Sobol,0.7965564727783203,0.34849233118216666,0.4946306179787207
40,40_0,COMPLETED,Sobol,0.9357929229736328,0.1406510077422903,5.175643987166448
41,41_0,COMPLETED,Sobol,2.9250383377075195,28.69178279610997,0.005134989014805573
42,42_0,COMPLETED,Sobol,3.253936767578125,235.14634335037158,396.66097018798826
43,43_0,COMPLETED,Sobol,0.8476972579956055,0.014051443526426838,0.18101886757013144
44,44_0,COMPLETED,Sobol,0.8854866027832031,0.0010103206535163993,2364.3935492897394
45,45_0,COMPLETED,Sobol,4.01616096496582,3145.293665943994,1.8191777105247426
46,46_0,COMPLETED,Sobol,1.324772834777832,6.256323016113067,27.685622670814933
47,47_0,COMPLETED,Sobol,0.8111000061035156,0.6708132912128238,0.04470192743141406
48,48_0,COMPLETED,Sobol,0.9435415267944336,0.9578690241314501,46.506611095127994
49,49_0,COMPLETED,Sobol,1.0565519332885742,3.2751607293750626,0.027462760718994672
