trial_index,arm_name,trial_status,generation_method,metric,guidance_strength,delta_x0_guidance_strength
0,0_0,COMPLETED,Sobol,-0.5406330227851868,2.1171437703247107,14.04972890470259
1,1_0,COMPLETED,Sobol,-0.4425901174545288,11.25494501613153,0.0018190874717152773
2,2_0,COMPLETED,Sobol,-0.7354606986045837,4515.326712387585,1087.4475756251632
3,3_0,COMPLETED,Sobol,-0.6266173720359802,0.006969555537636039,0.0676231568531294
4,4_0,COMPLETED,Sobol,-0.44806379079818726,0.03196072393898811,6595.91948484407
5,5_0,COMPLETED,Sobol,-0.6009522080421448,946.9135564768425,0.6675225831969028
6,6_0,COMPLETED,Sobol,-0.29086533188819885,156.52310375614704,73.81937040179464
7,7_0,COMPLETED,Sobol,-0.6312923431396484,0.15830968650109772,0.016114384022914603
8,8_0,COMPLETED,Sobol,-0.46289458870887756,0.06389532844088555,323.2467826183495
9,9_0,COMPLETED,Sobol,-0.31685346364974976,63.14439270056794,0.24419238285518258
10,10_0,COMPLETED,Sobol,-0.30910444259643555,312.8449474300653,3.60158114535977
11,11_0,COMPLETED,Sobol,-0.606497049331665,0.01056462409746768,0.005921282816758441
12,12_0,COMPLETED,Sobol,-0.6197837591171265,0.0022149557478978238,38.538407048305494
13,13_0,COMPLETED,Sobol,-0.6417287588119507,1434.2686992886104,0.03757843338341841
14,14_0,COMPLETED,Sobol,-0.3613736629486084,4.722828150710441,2996.011383190132
15,15_0,COMPLETED,Sobol,-0.5952669978141785,0.8888210463477708,1.3908209821151927
16,16_0,COMPLETED,Sobol,-0.3221139907836914,0.465177140849424,1727.4981456966732
17,17_0,COMPLETED,Sobol,-0.47185376286506653,6.742131117073369,2.1947667010081613
18,18_0,COMPLETED,Sobol,-0.710316002368927,2740.316142993005,62.698745998478024
19,19_0,COMPLETED,Sobol,-0.6404823064804077,0.0015514728739400355,0.02238249956522298
20,20_0,COMPLETED,Sobol,-0.6464543342590332,0.019478652082477406,6.258836299306231
21,21_0,COMPLETED,Sobol,-0.2973584532737732,209.80943418588666,0.0037448765711997636
22,22_0,COMPLETED,Sobol,-0.3277893662452698,34.249619844937754,198.29325766697872
23,23_0,COMPLETED,Sobol,-0.6381465792655945,0.09527940928186819,0.41080594334018117
24,24_0,COMPLETED,Sobol,-0.5363410711288452,0.2919420636465353,128.21749399225214
25,25_0,COMPLETED,Sobol,-0.3080894947052002,104.9925905421032,0.010196691288021056
26,26_0,COMPLETED,Sobol,-0.4730471968650818,513.4466601123999,4048.364579439075
27,27_0,COMPLETED,Sobol,-0.6433664560317993,0.04764426058519628,1.1223813758299823
28,28_0,COMPLETED,Sobol,-0.4137619137763977,0.0036487582011609856,627.3056487970875
29,29_0,COMPLETED,Sobol,-0.7878955602645874,6447.928252570093,0.1066633978202387
