trial_index,arm_name,trial_status,generation_method,metric,guidance_strength,beta1,beta2,lmbda
0,0_0,COMPLETED,Sobol,-0.817864179611206,2.1171437703247107,0.5919314680695533,0.49398472997546194,0.15738459019350579
1,1_0,COMPLETED,Sobol,-0.8443781137466431,472.5399414285111,0.4334416116988286,0.7118348489133641,1300.228376005639
2,2_0,COMPLETED,Sobol,-0.8458553552627563,10.05273513199141,0.9760039976444095,0.22343960348144173,0.0025033733229070047
3,3_0,COMPLETED,Sobol,-0.7266683578491211,0.00994456059493413,0.010346365677192807,0.9433658297248184,3.436999455849155
4,4_0,COMPLETED,Sobol,-0.7870533466339111,0.0012247961323899315,0.798047979131341,0.5647154240543023,58.92657093960345
5,5_0,COMPLETED,Sobol,-0.8455524444580078,89.60890600485303,0.20385040919110178,0.3445274672890082,0.008349045149143064
6,6_0,COMPLETED,Sobol,-0.8428106307983398,2317.0722898612535,0.6290997789138928,0.8404969888273627,3826.956460153274
7,7_0,COMPLETED,Sobol,-0.8253743052482605,0.3931787824335387,0.34938385283667595,0.12338512913323939,3.063649549960338
8,8_0,COMPLETED,Sobol,-0.6521042585372925,0.08875741057039713,0.9244653864009306,0.803258499501273,0.044518461627183155
9,9_0,COMPLETED,Sobol,-0.8447884321212769,3914.529895993398,0.07944504557456822,0.020132566971704364,81.18156339095593
10,10_0,COMPLETED,Sobol,-0.8433431386947632,52.944233294993545,0.5046620060484857,0.5385352227659896,0.4937720422187171
11,11_0,COMPLETED,Sobol,-0.7399271726608276,0.005436913307284248,0.47583363586105404,0.26144870517868546,3071.329673910015
12,12_0,COMPLETED,Sobol,-0.7223474383354187,0.048510219313516185,0.7171923720315099,0.14034762237221002,206.89320540870202
13,13_0,COMPLETED,Sobol,-0.8330436944961548,6.526957218381371,0.3100710273720324,0.9171836039051413,0.13280608202016395
14,14_0,COMPLETED,Sobol,-0.8443421125411987,726.2823786078142,0.8526048186728731,0.3907341821109876,19.230819055654532
15,15_0,COMPLETED,Sobol,-0.7452993392944336,0.4348022564338064,0.13563584846723825,0.6746095785861835,0.0033981542649972473
16,16_0,COMPLETED,Sobol,-0.8310842514038086,0.7488485063953426,0.8170654163639992,0.04782171307783574,8625.882208174087
17,17_0,COMPLETED,Sobol,-0.8459497690200806,1270.7017365505417,0.16336663144268096,0.7677651478378102,1.3434707300601887
18,18_0,COMPLETED,Sobol,-0.8283305168151855,3.790695898709502,0.7368726674420759,0.29497570470348,29.42536711653774
19,19_0,COMPLETED,Sobol,-0.5372353792190552,0.027733550982709874,0.26697274134960025,0.5128124362416565,0.016656610337139523
20,20_0,COMPLETED,Sobol,-0.6135478019714355,0.003418568045653625,0.5397174262711778,0.8834103633100167,0.0012500365228371997
21,21_0,COMPLETED,Sobol,-0.8429053425788879,33.817883344909355,0.4485792132066563,0.16631571213249116,6.8567086109050654
22,22_0,COMPLETED,Sobol,-0.8437234163284302,6224.112523520773,0.9052614513114094,0.6466751441303641,0.3547305488797031
23,23_0,COMPLETED,Sobol,-0.7889838814735413,0.1389205542499221,0.12205934951081872,0.4264737897310406,570.158078243046
24,24_0,COMPLETED,Sobol,-0.7708845138549805,0.24704630206112455,0.6640235952939838,0.7453489234428853,9.640930382752224
25,25_0,COMPLETED,Sobol,-0.8456059694290161,1478.985121370767,0.3222607921231538,0.46827580348961056,0.006806074144194468
26,26_0,COMPLETED,Sobol,-0.8420486450195312,142.6504838988374,0.7789715988216922,0.9710717042656616,471.87610022725573
27,27_0,COMPLETED,Sobol,-0.7639560699462891,0.0019193312868443285,0.24633692388888448,0.1879285632194951,0.058929419655877356
28,28_0,COMPLETED,Sobol,-0.6834799647331238,0.017106593064913057,0.9405809556478635,0.3165791476741433,1.126147125940906
29,29_0,COMPLETED,Sobol,-0.8435385823249817,17.56702031458953,0.0379610302420333,0.6004679417833686,1362.785709295973
30,30_0,COMPLETED,Sobol,-0.8436509370803833,274.6314305178463,0.6114994419962168,0.0896295622503385,0.0223176310017957
31,31_0,COMPLETED,Sobol,-0.8152306079864502,1.2112284527795274,0.39045587138459087,0.8664483352666721,162.59149606438496
32,32_0,COMPLETED,Sobol,-0.851089358329773,1.8534429761283318,0.9876013608863577,0.5582705861739814,726.8460187719058
33,33_0,COMPLETED,Sobol,-0.8471085429191589,197.32015884916987,0.022101880545727908,0.2807362898848951,0.28213342828882304
34,34_0,COMPLETED,Sobol,-0.8392655849456787,19.013729840875108,0.564390820780769,0.7837727526230738,5.432266263957083
35,35_0,COMPLETED,Sobol,-0.5461352467536926,0.014385913380283614,0.4062877792250365,0.0005953731788322329,0.0015871789042332855
36,36_0,COMPLETED,Sobol,-0.7437657713890076,0.0022822734679890915,0.6486829638071359,0.3792512904871255,0.012762005052284706
37,37_0,COMPLETED,Sobol,-0.8446642160415649,131.79806695487565,0.36888510375469924,0.6626789082605392,38.48005632652411
38,38_0,COMPLETED,Sobol,-0.8446120619773865,2058.484468160052,0.7943469152944163,0.15208013796899467,1.7638951937468952
39,39_0,COMPLETED,Sobol,-0.8071805238723755,0.1614421186104619,0.1998082713643089,0.9288646725872531,6634.575036104205
40,40_0,COMPLETED,Sobol,-0.7784204483032227,0.09981352505848846,0.524346300280653,0.23533407414425164,124.2711647566354
41,41_0,COMPLETED,Sobol,-0.8442720770835876,9524.282511912868,0.4951120710996911,0.954884928454645,0.029142677857050246
42,42_0,COMPLETED,Sobol,-0.8429922461509705,28.439503308139237,0.9206062881667167,0.48232842551730576,1772.6850445114915
43,43_0,COMPLETED,Sobol,-0.7362706065177917,0.003700114070776029,0.07543922836147249,0.7000775663014501,0.8573081807458958
44,44_0,COMPLETED,Sobol,-0.6864382028579712,0.02562376485481788,0.8641772902272642,0.8211731970151886,0.07412929298351252
45,45_0,COMPLETED,Sobol,-0.8290454745292664,4.507527168594397,0.1475379613637924,0.10368596538808197,369.97058684535045
46,46_0,COMPLETED,Sobol,-0.8436553478240967,830.3931979633511,0.6898554999651387,0.5842773848623037,0.0053577185866095
47,47_0,COMPLETED,Sobol,-0.837399423122406,1.0422680531999735,0.28283514369372276,0.3639884397089481,12.174950064093846
48,48_0,COMPLETED,Sobol,-0.8192623853683472,0.6652729919207744,0.733081450553611,0.9905922291688621,2.4021028645631732
49,49_0,COMPLETED,Sobol,-0.8441912531852722,521.757033217054,0.26301956195198,0.20743193915113806,4814.20427710424
50,50_0,COMPLETED,BoTorch,-0.46166715025901794,0.02321795161217318,0.27877970346475645,0.37738405456995255,0.001
51,51_0,COMPLETED,BoTorch,-0.45619168877601624,0.022577625926017076,0.12494023553175379,0.444570294090742,0.001
52,52_0,COMPLETED,BoTorch,-0.458864688873291,0.028694238786426872,0.10118214190450132,0.34763801283437323,0.001
53,53_0,COMPLETED,BoTorch,-0.45003676414489746,0.028595823437953905,0.1609068080455309,0.475183287907002,0.001
54,54_0,COMPLETED,BoTorch,-0.45243290066719055,0.027562779095376754,0.13401517056276585,0.5875879136770048,0.001
55,55_0,COMPLETED,BoTorch,-0.45181816816329956,0.030491218038205505,0.19831394277518546,0.5136928258433282,0.001
56,56_0,COMPLETED,BoTorch,-0.4640480875968933,0.029779523246645546,0.11484789140893298,0.5149981088560459,0.001
57,57_0,COMPLETED,BoTorch,-0.4491995871067047,0.022783217006611015,0.19156852041877762,0.5593788776586707,0.001
58,58_0,COMPLETED,BoTorch,-0.4405553936958313,0.024877785844791164,0.24752748731951588,0.6221959342936915,0.001
59,59_0,COMPLETED,BoTorch,-0.44184231758117676,0.02089183929371932,0.20981623147623163,0.7513820124771886,0.001
60,60_0,COMPLETED,BoTorch,-0.4322804808616638,0.02457031561435687,0.26897039721042876,0.8078818941023079,0.001
61,61_0,COMPLETED,BoTorch,-0.45724281668663025,0.023909070455209926,0.28730000752139073,0.999,0.001
62,62_0,COMPLETED,BoTorch,-0.43563228845596313,0.024851911520383546,0.2864941122915468,0.7165025466306588,0.001
63,63_0,COMPLETED,BoTorch,-0.443001389503479,0.02103425444115818,0.2852315697180747,0.7411334935049372,0.001
64,64_0,COMPLETED,BoTorch,-0.433964341878891,0.02900166463213811,0.2937260324989114,0.7356462239121961,0.001
