trial_index,arm_name,trial_status,generation_method,metric,guidance_strength,beta1,beta2
0,0_0,COMPLETED,Sobol,-0.6077946424484253,2.1171437703247107,0.5919314680695533,0.49398472997546194
1,1_0,COMPLETED,Sobol,-0.6047731041908264,28.099892475485987,0.1714791677305475,0.8542765363706276
2,2_0,COMPLETED,Sobol,-0.7834795713424683,2906.2547641133024,0.7549474945943803,0.11508621314819902
3,3_0,COMPLETED,Sobol,-0.6216421127319336,0.03251873758910408,0.48845104564726355,0.7219650270184502
4,4_0,COMPLETED,Sobol,-0.7185140252113342,0.0013635830455932816,0.9140159705886617,0.9112919571250677
5,5_0,COMPLETED,Sobol,-0.731891393661499,1333.0217442560008,0.33715648167114703,0.3042903167232871
6,6_0,COMPLETED,Sobol,-0.7077237367630005,9.26759666263918,0.7370940140336751,0.540197430934757
7,7_0,COMPLETED,Sobol,-0.3966023027896881,0.1055828518853348,0.0028717549424618484,0.17978278777375817
8,8_0,COMPLETED,Sobol,-0.669257402420044,0.3943134712946843,0.8508825323497876,0.5900874084178358
9,9_0,COMPLETED,Sobol,-0.7428113222122192,4.611102685701764,0.39934487313497813,0.20013928875513376
10,10_0,COMPLETED,Sobol,-0.7030578255653381,356.85871211553604,0.5495162166897207,0.955545133156702
11,11_0,COMPLETED,Sobol,-0.697820782661438,0.0027401726198600707,0.18950452039763332,0.3146656696703285
12,12_0,COMPLETED,Sobol,-0.5829458832740784,0.009429494712975358,0.6540702482806519,0.0005894838022068142
13,13_0,COMPLETED,Sobol,-0.7576690912246704,6313.223527536535,0.1083342372989282,0.6413479071082547
14,14_0,COMPLETED,Sobol,-0.8519877195358276,96.92614702210953,0.9415382807962597,0.38946151666436346
15,15_0,COMPLETED,Sobol,-0.5293720960617065,0.9747587303875677,0.3008541343454272,0.7792885961467401
16,16_0,COMPLETED,Sobol,-0.8054891228675842,0.4782429968382191,0.9708311376515776,0.23410628705006092
17,17_0,COMPLETED,Sobol,-0.7007246017456055,129.2035557743381,0.2676608987264335,0.6224604901922867
18,18_0,COMPLETED,Sobol,-0.7249332070350647,4698.3767602077,0.6792892679488286,0.34374684855993837
19,19_0,COMPLETED,Sobol,-0.6051338315010071,0.019368815552480382,0.07141015136707574,0.984998870476149
20,20_0,COMPLETED,Sobol,-0.644746720790863,0.006093000996535099,0.5204653508774936,0.6748268723934889
21,21_0,COMPLETED,Sobol,-0.7751339673995972,287.49590407520265,0.22245957585610449,0.033450118504464624
22,22_0,COMPLETED,Sobol,-0.67392897605896,5.67941113001969,0.8254253325210884,0.8078822183869779
23,23_0,COMPLETED,Sobol,-0.474193811416626,0.1787549585735587,0.4365109501099214,0.41940328327193854
24,24_0,COMPLETED,Sobol,-0.6415574550628662,0.0856816708022404,0.7079850955288857,0.8209119105879218
25,25_0,COMPLETED,Sobol,-0.8191591501235962,20.433543840562052,0.03588498218357563,0.4610097418148071
26,26_0,COMPLETED,Sobol,-0.8600473403930664,599.7784455991946,0.888615037101321,0.6935009282659739
27,27_0,COMPLETED,Sobol,-0.6946379542350769,0.0016933751493096554,0.37426641139481215,0.08501491933129728
28,28_0,COMPLETED,Sobol,-0.6325434446334839,0.04367471270316291,0.7843060259073973,0.27043766165245325
29,29_0,COMPLETED,Sobol,-0.7373625040054321,1414.2041024390762,0.45519201648049057,0.8788045358480886
30,30_0,COMPLETED,Sobol,-0.723491370677948,57.3007253883845,0.6170865893969313,0.15083113609347493
31,31_0,COMPLETED,Sobol,-0.5647658109664917,1.5889993381301906,0.1346188508151099,0.5106141701275483
32,32_0,COMPLETED,Sobol,-0.7043725848197937,1.2062183041883041,0.7763591997446492,0.9379430266348645
33,33_0,COMPLETED,Sobol,-0.7152647972106934,49.34691048217059,0.4787154548456892,0.3283651998443529
34,34_0,COMPLETED,Sobol,-0.7737060189247131,1862.4106281026711,0.5625480264611542,0.5763497675573453
35,35_0,COMPLETED,Sobol,-0.44873136281967163,0.050723519409660314,0.17351551041193305,0.21777950224187226
36,36_0,COMPLETED,Sobol,-0.7094528079032898,0.0024127909072414583,0.7312802382102236,0.403078389018774
37,37_0,COMPLETED,Sobol,-0.7798739075660706,753.6678840783296,0.02822814036626369,0.7617696051970124
38,38_0,COMPLETED,Sobol,-0.8180068731307983,14.338256645923856,0.9277709558028727,0.018070360343903302
39,39_0,COMPLETED,Sobol,-0.5104429721832275,0.06820740960845487,0.3195298016555607,0.6277691379971803
40,40_0,COMPLETED,Sobol,-0.5571136474609375,0.2547468249335014,0.5437452537501231,0.10137025598622859
41,41_0,COMPLETED,Sobol,-0.5564866662025452,7.134381697985605,0.21475699972640722,0.7395830990541726
42,42_0,COMPLETED,Sobol,-0.8010780215263367,201.77242725223323,0.8645660039708019,0.4763590278010815
43,43_0,COMPLETED,Sobol,-0.6756826043128967,0.004848924613989634,0.3817286135014147,0.8680001171585172
44,44_0,COMPLETED,Sobol,-0.6468653678894043,0.014707642087040396,0.9629300383580849,0.5577004563705996
45,45_0,COMPLETED,Sobol,-0.7712420225143433,4045.4345530142114,0.29119958434347065,0.16618234240729363
46,46_0,COMPLETED,Sobol,-0.7217148542404175,170.2036737409077,0.6247964393254369,0.924884786308743
47,47_0,COMPLETED,Sobol,-0.5300630331039429,0.5553312452668457,0.11032205077260733,0.2867949186349288
48,48_0,COMPLETED,Sobol,-0.6122956275939941,0.7399064296794726,0.6617805466577411,0.7070730320541189
49,49_0,COMPLETED,Sobol,-0.8074339628219604,83.46638235452286,0.08504682058654725,0.06754071555566042
50,50_0,COMPLETED,BoTorch,-0.4039558470249176,0.09352387804152441,0.0,0.34453331283977623
51,51_0,COMPLETED,BoTorch,-0.3794547915458679,0.06665587949053524,0.0,0.0
52,52_0,COMPLETED,BoTorch,-0.41861510276794434,0.056380328903530605,0.0,0.09067953722413359
53,53_0,COMPLETED,BoTorch,-0.442049115896225,0.1060611105442551,0.0,0.0
54,54_0,COMPLETED,BoTorch,-0.7959221601486206,0.06558783976651354,0.14193827639720266,0.0
55,55_0,COMPLETED,BoTorch,-0.4550512135028839,0.04337180054197467,0.0,0.2734921969450907
56,56_0,COMPLETED,BoTorch,-0.4723479747772217,0.10211010064917339,0.08458325824358914,0.5178665228945944
57,57_0,COMPLETED,BoTorch,-0.40402752161026,0.15100743812661171,0.0,0.26429308668703916
58,58_0,COMPLETED,BoTorch,-0.4028658866882324,0.0778070401371561,0.0,0.2306761408132867
59,59_0,COMPLETED,BoTorch,-0.48762962222099304,0.049633559053587135,0.0,0.46141371057440034
60,60_0,COMPLETED,BoTorch,-0.43159523606300354,0.11525467873481203,0.192160494802378,0.4677763150933543
61,61_0,COMPLETED,BoTorch,-0.4205320477485657,0.08746296219791369,0.0825791291042349,0.3446157315265296
62,62_0,COMPLETED,BoTorch,-0.42997997999191284,0.11262609969727225,0.25901220906434325,0.41011329139934594
63,63_0,COMPLETED,BoTorch,-0.42076292634010315,0.0832502398442975,0.166739470323174,0.3816489667140093
64,64_0,COMPLETED,BoTorch,-0.41646337509155273,0.13935423378341144,0.0,0.13160572163854847
65,65_0,COMPLETED,BoTorch,-0.5114508867263794,0.0566436674128842,0.3308854390717516,0.36059115282315346
66,66_0,COMPLETED,BoTorch,-0.4167931079864502,0.3148243715685921,0.27256132530010635,0.5090857596661693
67,67_0,COMPLETED,BoTorch,-0.3872334659099579,0.18228747853494937,0.20630106357792188,0.3980269710017156
68,68_0,COMPLETED,BoTorch,-0.4167134165763855,0.22943838142209355,0.21708140062801545,0.5233759650782741
69,69_0,COMPLETED,BoTorch,-0.4697527587413788,0.017689575109539078,0.0,0.01614355879537711
70,70_0,COMPLETED,BoTorch,-0.3767548203468323,0.12673280562384834,0.16706417451939906,0.35038568027772116
71,71_0,COMPLETED,BoTorch,-0.4336414933204651,0.30635456965494373,0.2503011103766803,0.40722898903108457
72,72_0,COMPLETED,BoTorch,-0.409184068441391,0.109367446329673,0.19578183034294233,0.3432864266388083
73,73_0,COMPLETED,BoTorch,-0.3842262625694275,0.10195477062623658,0.13246826995750585,0.32215655093072665
74,74_0,COMPLETED,BoTorch,-0.48049652576446533,0.5784977139552101,0.36109392317467914,0.5463017318959263
75,75_0,COMPLETED,BoTorch,-0.39099183678627014,0.16042900931443324,0.15273438796182734,0.38287980163525503
76,76_0,COMPLETED,BoTorch,-0.38092315196990967,0.11464108996811997,0.04806277092277943,0.28103214262905535
77,77_0,COMPLETED,BoTorch,-0.47573065757751465,0.6005393316504798,0.09178642062678542,0.8739972414117357
78,78_0,COMPLETED,BoTorch,-0.38773831725120544,0.11272764682623837,0.10459312080176314,0.29091109234359613
79,79_0,COMPLETED,BoTorch,-0.44165781140327454,0.30540381688499246,0.17479472597656548,0.6971600603376708
80,80_0,COMPLETED,BoTorch,-0.3938724398612976,0.12746857673924475,0.14866816772811814,0.31439518420406976
81,81_0,COMPLETED,BoTorch,-0.3908124268054962,0.1482783792506556,0.05087719996885643,0.326656116352048
82,82_0,COMPLETED,BoTorch,-0.43054547905921936,0.2976633554654169,0.0,0.7149299263047377
83,83_0,COMPLETED,BoTorch,-0.40632739663124084,0.23495010855873544,0.0,0.4135863253439348
84,84_0,COMPLETED,BoTorch,-0.40421780943870544,0.3220071324928654,0.0,0.559904614422485
85,85_0,COMPLETED,BoTorch,-0.41159310936927795,0.4627235149017303,0.06601849635929175,0.6587565760163364
86,86_0,COMPLETED,BoTorch,-0.45079123973846436,1.0479466674749072,0.0,0.7182130517688983
87,87_0,COMPLETED,BoTorch,-0.3743910789489746,0.150855895071536,0.11907297473327841,0.341761650127829
88,88_0,COMPLETED,BoTorch,-0.46848949790000916,2.6519966108775006,0.0,0.999
