trial_index,arm_name,trial_status,generation_method,metric,guidance_strength
0,0_0,COMPLETED,Sobol,-0.5865743160247803,2.1171437703247107
1,1_0,COMPLETED,Sobol,-0.47630995512008667,8.334163429552671
2,2_0,COMPLETED,Sobol,-0.6429668068885803,8212.638015892508
3,3_0,COMPLETED,Sobol,-0.6916755437850952,0.001889842827262904
4,4_0,COMPLETED,Sobol,-0.6703134775161743,0.052640807202046815
5,5_0,COMPLETED,Sobol,-0.35386574268341064,298.2913265583641
6,6_0,COMPLETED,Sobol,-0.2546462416648865,134.35744070290974
7,7_0,COMPLETED,Sobol,-0.6787750720977783,0.1297940657513337
8,8_0,COMPLETED,Sobol,-0.6829195618629456,0.2038020965437322
9,9_0,COMPLETED,Sobol,-0.351386159658432,28.14015706041557
10,10_0,COMPLETED,Sobol,-0.528390645980835,520.2399975268816
11,11_0,COMPLETED,Sobol,-0.6780798435211182,0.012239997961257472
12,12_0,COMPLETED,Sobol,-0.6872856020927429,0.0033341952368863615
13,13_0,COMPLETED,Sobol,-0.6149316430091858,1932.6460760120394
14,14_0,COMPLETED,Sobol,-0.4272523522377014,12.935384164212955
15,15_0,COMPLETED,Sobol,-0.6662240624427795,0.43808322199747585
16,16_0,COMPLETED,Sobol,-0.6528849005699158,1.0001125684884087
17,17_0,COMPLETED,Sobol,-0.41773200035095215,17.810130577486994
18,18_0,COMPLETED,Sobol,-0.6245768666267395,2318.322549813085
19,19_0,COMPLETED,Sobol,-0.6587463021278381,0.006631580550700104
20,20_0,COMPLETED,Sobol,-0.6888504028320312,0.014887518536951076
21,21_0,COMPLETED,Sobol,-0.6041130423545837,1045.057572541195
22,22_0,COMPLETED,Sobol,-0.273671954870224,63.35366627198893
23,23_0,COMPLETED,Sobol,-0.6658159494400024,0.2778167170791667
24,24_0,COMPLETED,Sobol,-0.6969889402389526,0.05764449839708752
25,25_0,COMPLETED,Sobol,-0.2473219484090805,98.55082361184009
26,26_0,COMPLETED,Sobol,-0.328013151884079,245.27393157774324
27,27_0,COMPLETED,Sobol,-0.678020179271698,0.026208236519264242
28,28_0,COMPLETED,Sobol,-0.6885573267936707,0.0015752606323655594
29,29_0,COMPLETED,Sobol,-0.6280385255813599,4128.620092941036
30,30_0,COMPLETED,Sobol,-0.5756063461303711,3.651081141903054
31,31_0,COMPLETED,Sobol,-0.5836703181266785,1.5378509676710175
32,32_0,COMPLETED,Sobol,-0.6120944619178772,1.301063804858965
33,33_0,COMPLETED,Sobol,-0.552070677280426,4.952883197968552
34,34_0,COMPLETED,Sobol,-0.6355195641517639,4880.381509617365
35,35_0,COMPLETED,Sobol,-0.6751961708068848,0.0011611694695247558
36,36_0,COMPLETED,Sobol,-0.6612130403518677,0.03134772783433069
37,37_0,COMPLETED,Sobol,-0.27890729904174805,182.94294550269228
38,38_0,COMPLETED,Sobol,-0.23128628730773926,82.39707263021225
39,39_0,COMPLETED,Sobol,-0.6943833827972412,0.07727873004408126
40,40_0,COMPLETED,Sobol,-0.6558606624603271,0.3322826650782107
41,41_0,COMPLETED,Sobol,-0.2976042628288269,47.257289227670434
42,42_0,COMPLETED,Sobol,-0.6003499627113342,873.7176600494571
43,43_0,COMPLETED,Sobol,-0.6904497146606445,0.019959923620427623
44,44_0,COMPLETED,Sobol,-0.6987083554267883,0.0056100797167082
45,45_0,COMPLETED,Sobol,-0.6315430402755737,3145.0665253620828
46,46_0,COMPLETED,Sobol,-0.3965478539466858,21.051445604830217
47,47_0,COMPLETED,Sobol,-0.6351187229156494,0.7372471767893256
48,48_0,COMPLETED,Sobol,-0.6520280838012695,0.6133363216244101
49,49_0,COMPLETED,Sobol,-0.4783135652542114,10.604055266782089
50,50_0,COMPLETED,BoTorch,-0.24999617040157318,109.91726792474425
51,51_0,COMPLETED,BoTorch,-0.2715333104133606,92.18410780443233
52,52_0,COMPLETED,BoTorch,-0.24666258692741394,118.1134393509694
53,53_0,COMPLETED,BoTorch,-0.24828918278217316,104.48158504807793
54,54_0,COMPLETED,BoTorch,-0.2508091628551483,114.18094407978158
55,55_0,COMPLETED,BoTorch,-0.263561874628067,123.3200355071694
56,56_0,COMPLETED,BoTorch,-0.2438439279794693,101.68406371324322
57,57_0,COMPLETED,BoTorch,-0.2565544843673706,95.2720044281446
58,58_0,COMPLETED,BoTorch,-0.26572030782699585,88.54732111167311
59,59_0,COMPLETED,BoTorch,-0.24694351851940155,107.49666498901821
60,60_0,COMPLETED,BoTorch,-0.2771015763282776,72.36624836447149
61,61_0,COMPLETED,BoTorch,-0.23687972128391266,112.1416411596507
62,62_0,COMPLETED,BoTorch,-0.22955039143562317,128.74695321278043
63,63_0,COMPLETED,BoTorch,-0.24821077287197113,120.58565945426857
64,64_0,COMPLETED,BoTorch,-0.24453720450401306,116.23650140344051
65,65_0,COMPLETED,BoTorch,-0.23742178082466125,126.28629837112975
66,66_0,COMPLETED,BoTorch,-0.2374037504196167,131.0223008689469
67,67_0,COMPLETED,BoTorch,-0.25086137652397156,121.93951422731408
68,68_0,COMPLETED,BoTorch,-0.2501726448535919,105.90792784953189
69,69_0,COMPLETED,BoTorch,-0.2527405619621277,119.29671576467754
70,70_0,COMPLETED,BoTorch,-0.25310784578323364,111.05954271761122
71,71_0,COMPLETED,BoTorch,-0.2533622980117798,124.40948295034197
72,72_0,COMPLETED,BoTorch,-0.24508774280548096,124.40454330273442
73,73_0,COMPLETED,BoTorch,-0.23799079656600952,115.31669852740588
74,74_0,COMPLETED,BoTorch,-0.2818838059902191,116.24374003050369
75,75_0,COMPLETED,BoTorch,-0.25147733092308044,108.63694499923086
76,76_0,COMPLETED,BoTorch,-0.23996016383171082,85.30631655193875
77,77_0,COMPLETED,BoTorch,-0.24699094891548157,107.23691111035414
78,78_0,COMPLETED,BoTorch,-0.24507300555706024,99.85003753638036
79,79_0,COMPLETED,BoTorch,-0.2698330283164978,111.07526458336646
80,80_0,COMPLETED,BoTorch,-0.25429567694664,104.0487350966641
81,81_0,COMPLETED,BoTorch,-0.24178645014762878,102.5217358225799
82,82_0,COMPLETED,BoTorch,-0.2549859881401062,114.24172996477155
83,83_0,COMPLETED,BoTorch,-0.2402677834033966,137.30796706543794
84,84_0,COMPLETED,BoTorch,-0.2344263643026352,118.24591573575074
85,85_0,COMPLETED,BoTorch,-0.25198280811309814,120.94890185634328
86,86_0,COMPLETED,BoTorch,-0.2438751608133316,113.31197100195853
87,87_0,COMPLETED,BoTorch,-0.2551429569721222,142.16408132844558
88,88_0,COMPLETED,BoTorch,-0.2417054921388626,111.50447841799337
89,89_0,COMPLETED,BoTorch,-0.23060621321201324,126.9367310138216
90,90_0,COMPLETED,BoTorch,-0.24107103049755096,107.09060023829846
91,91_0,COMPLETED,BoTorch,-0.255646675825119,109.29226340779847
92,92_0,COMPLETED,BoTorch,-0.24211597442626953,132.67825223109296
93,93_0,COMPLETED,BoTorch,-0.27373531460762024,123.45936576145452
94,94_0,COMPLETED,BoTorch,-0.23830565810203552,97.22615598094913
95,95_0,COMPLETED,BoTorch,-0.24166306853294373,106.0864819861973
96,96_0,COMPLETED,BoTorch,-0.2524217665195465,117.18946651868374
97,97_0,COMPLETED,BoTorch,-0.26719507575035095,100.54593380860736
98,98_0,COMPLETED,BoTorch,-0.249187633395195,103.50234686472552
99,99_0,COMPLETED,BoTorch,-0.2474869191646576,113.01141876503856
100,100_0,COMPLETED,BoTorch,-0.25421756505966187,128.67475777925426
101,101_0,COMPLETED,BoTorch,-0.24269385635852814,110.08677577032343
102,102_0,COMPLETED,BoTorch,-0.23963162302970886,121.65960804156427
103,103_0,COMPLETED,BoTorch,-0.27176743745803833,84.1574151489493
104,104_0,COMPLETED,BoTorch,-0.2444712221622467,118.22670172657953
