trial_index,arm_name,trial_status,generation_method,metric,rho,mu,sigma
0,0_0,COMPLETED,Sobol,-0.45522987842559814,2.1171437703247107,14.04972890470259,0.4944792091846466
1,1_0,COMPLETED,Sobol,-0.5599707365036011,28.099892475485987,0.015905807783588365,0.8551316680386662
2,2_0,COMPLETED,Sobol,-0.7253013849258423,2906.2547641133024,194.94961620983122,0.11520141456276178
3,3_0,COMPLETED,Sobol,-0.44601812958717346,0.03251873758910408,2.6459394372836873,0.7226877147331834
4,4_0,COMPLETED,Sobol,-0.6728101968765259,0.0013635830455932816,2538.1443071159138,0.9122041612863541
5,5_0,COMPLETED,Sobol,-0.6950191259384155,1333.0217442560008,0.23038692569524372,0.304594911634922
6,6_0,COMPLETED,Sobol,-0.6208798885345459,9.26759666263918,146.15811091728855,0.5407381691038609
7,7_0,COMPLETED,Sobol,-0.4774632751941681,0.1055828518853348,0.0010474237254915633,0.17996275052428246
8,8_0,COMPLETED,Sobol,-0.535484254360199,0.3943134712946843,916.5156101993559,0.5906780865043402
9,9_0,COMPLETED,Sobol,-0.5242301225662231,4.611102685701764,0.6283654882851827,0.20033962838351727
10,10_0,COMPLETED,Sobol,-0.706018328666687,356.85871211553604,7.0870252617325145,0.9565016347914934
11,11_0,COMPLETED,Sobol,-0.6749460697174072,0.0027401726198600707,0.02127450687449315,0.31498065032064915
12,12_0,COMPLETED,Sobol,-0.3881838619709015,0.009429494712975358,38.28906954539926,0.0005900738760828972
13,13_0,COMPLETED,Sobol,-0.7306325435638428,6313.223527536535,0.005742470328379153,0.64198989700526
14,14_0,COMPLETED,Sobol,-0.6677513122558594,96.92614702210953,3956.9934456677506,0.38985136803239584
15,15_0,COMPLETED,Sobol,-0.4689010679721832,0.9747587303875677,0.12825875721911434,0.7800686648115516
16,16_0,COMPLETED,Sobol,-0.719037652015686,0.4782429968382191,6347.761254424114,0.23434062767773867
17,17_0,COMPLETED,Sobol,-0.6437591314315796,129.2035557743381,0.07507611534462406,0.6230835737660527
18,18_0,COMPLETED,Sobol,-0.7242765426635742,4698.3767602077,57.51546830877791,0.3440909394994378
19,19_0,COMPLETED,Sobol,-0.6078096628189087,0.019368815552480382,0.003164983359694742,0.9859848553314805
20,20_0,COMPLETED,Sobol,-0.4354349970817566,0.006093000996535099,4.4351096404334385,0.6755023747682571
21,21_0,COMPLETED,Sobol,-0.6834393739700317,287.49590407520265,0.036205604817381956,0.0334836021065712
22,22_0,COMPLETED,Sobol,-0.5974254608154297,5.67941113001969,607.8005499975656,0.8086909092962742
23,23_0,COMPLETED,Sobol,-0.40186601877212524,0.1787549585735587,1.1445513608009084,0.4198231063783169
24,24_0,COMPLETED,Sobol,-0.39072465896606445,0.0856816708022404,91.38113022714623,0.8217336442321539
25,25_0,COMPLETED,Sobol,-0.5784504413604736,20.433543840562052,0.0017842114480385836,0.4614712130278349
26,26_0,COMPLETED,Sobol,-0.7459709644317627,599.7784455991946,1684.735749357545,0.6941951233893633
27,27_0,COMPLETED,Sobol,-0.6671161651611328,0.0016933751493096554,0.4192638008543467,0.08510001935064793
28,28_0,COMPLETED,Sobol,-0.4985911250114441,0.04367471270316291,313.0673803121763,0.2707083700224757
29,29_0,COMPLETED,Sobol,-0.6989727020263672,1414.2041024390762,1.5471543723831611,0.8796842200681567
30,30_0,COMPLETED,Sobol,-0.6835756301879883,57.3007253883845,21.082885776686535,0.1509821182116866
31,31_0,COMPLETED,Sobol,-0.514805793762207,1.5889993381301906,0.008775567901218435,0.5111252954229712
32,32_0,COMPLETED,Sobol,-0.5222501158714294,1.2062183041883041,275.39392295509936,0.9388819085434079
33,33_0,COMPLETED,Sobol,-0.6298403143882751,49.34691048217059,2.2613227213442197,0.328693893738091
34,34_0,COMPLETED,Sobol,-0.6934767961502075,1862.4106281026711,8.745365465418576,0.5769266942515969
35,35_0,COMPLETED,Sobol,-0.5169178247451782,0.050723519409660314,0.01643706972019626,0.21799749974161386
36,36_0,COMPLETED,Sobol,-0.4128117263317108,0.0024127909072414583,133.07171475915618,0.4034818708896637
37,37_0,COMPLETED,Sobol,-0.7173864841461182,753.6678840783296,0.0015768659572229031,0.7625321373343468
38,38_0,COMPLETED,Sobol,-0.6419837474822998,14.338256645923856,3168.8201295477015,0.018088448792696
39,39_0,COMPLETED,Sobol,-0.48932915925979614,0.06820740960845487,0.17335946543861652,0.6283975355327129
40,40_0,COMPLETED,Sobol,-0.3511934280395508,0.2547468249335014,6.456940776623947,0.10147172771394253
41,41_0,COMPLETED,Sobol,-0.5491323471069336,7.134381697985605,0.03197450294098581,0.7403234224766493
42,42_0,COMPLETED,Sobol,-0.7457555532455444,201.77242725223323,1142.9310934034413,0.4768358636647463
43,43_0,COMPLETED,Sobol,-0.5882279872894287,0.004848924613989634,0.4729062672320075,0.8688689861446619
44,44_0,COMPLETED,Sobol,-0.7490718364715576,0.014707642087040396,5588.014521418237,0.5582587150856853
45,45_0,COMPLETED,Sobol,-0.7248018980026245,4045.4345530142114,0.10975833945624233,0.166348691098392
46,46_0,COMPLETED,Sobol,-0.6991874575614929,170.2036737409077,23.875530399938,0.9258105969056487
47,47_0,COMPLETED,Sobol,-0.42824825644493103,0.5553312452668457,0.005929627104156531,0.2870820006355643
48,48_0,COMPLETED,Sobol,-0.3930589556694031,0.7399064296794726,43.36116355215472,0.7077808128669858
49,49_0,COMPLETED,Sobol,-0.614016056060791,83.46638235452286,0.003943879777816859,0.06760832387953997
50,50_0,COMPLETED,BoTorch,-0.3432389497756958,0.10161739477849158,17.712388290943178,0.39648538862515503
51,51_0,COMPLETED,BoTorch,-0.36043938994407654,0.023954997396488355,26.48439690423973,0.47905139012125914
52,52_0,COMPLETED,BoTorch,-0.3710733652114868,0.18966598043804647,14.275744318849265,0.4957242656246709
53,53_0,COMPLETED,BoTorch,-0.3790381848812103,0.08802341817105123,13.371317517861815,0.10557258076944447
54,54_0,COMPLETED,BoTorch,-0.3667544424533844,0.09683898847218675,20.88925708513855,0.7549482224110091
55,55_0,COMPLETED,BoTorch,-0.36527472734451294,0.00800189186485606,35.30085408076061,0.7270530977519307
56,56_0,COMPLETED,BoTorch,-0.35451146960258484,0.1702782512925723,26.297656410408955,0.36097961483353525
57,57_0,COMPLETED,BoTorch,-0.3879542946815491,0.006646996995856319,29.65130962960774,0.43525282006296007
58,58_0,COMPLETED,BoTorch,-0.393531858921051,0.016451715994293927,31.262397747839916,1.0
59,59_0,COMPLETED,BoTorch,-0.3821792006492615,0.07752466921394119,29.43814727270841,0.5261550374310673
60,60_0,COMPLETED,BoTorch,-0.374717652797699,0.21613230378799492,8.287419023850125,0.360173194420219
61,61_0,COMPLETED,BoTorch,-0.35958370566368103,0.2129491843253935,16.822464904158075,0.0
62,62_0,COMPLETED,BoTorch,-0.3817223608493805,0.0011082643163292198,32.43437175924,0.8929899353306464
63,63_0,COMPLETED,BoTorch,-0.35819706320762634,0.1577806722891882,7.270575518773545,0.0
64,64_0,COMPLETED,BoTorch,-0.36121687293052673,0.21441709731500125,15.453295099248109,0.25149709420776195
65,65_0,COMPLETED,BoTorch,-0.36934566497802734,0.001,34.025150226902724,0.3043188361052763
66,66_0,COMPLETED,BoTorch,-0.3693641424179077,0.2741662665344246,11.815453220033472,1.0
67,67_0,COMPLETED,BoTorch,-0.38073664903640747,0.21440765321727773,22.95708388524512,0.6201180698947811
68,68_0,COMPLETED,BoTorch,-0.3761388957500458,0.3067334960048434,4.561880848393845,0.0
69,69_0,COMPLETED,BoTorch,-0.3594346344470978,0.0022007366849914147,31.643569403592632,0.5535749167736957
70,70_0,COMPLETED,BoTorch,-0.3696339428424835,0.001,38.51351837483138,0.5544766314453426
71,71_0,COMPLETED,BoTorch,-0.3629344701766968,0.09679927272520701,21.181106068197202,0.0036123614628839605
72,72_0,COMPLETED,BoTorch,-0.3407030701637268,0.14502879032656105,11.493430198937899,0.20145087291076225
73,73_0,COMPLETED,BoTorch,-0.362367182970047,0.4512046379928268,3.1024053754589564,1.0
74,74_0,COMPLETED,BoTorch,-0.3605998158454895,0.3444138692774949,5.2506523598087345,0.6489024966958867
75,75_0,COMPLETED,BoTorch,-0.37629127502441406,0.25244374718247803,5.651891095228998,1.0
76,76_0,COMPLETED,BoTorch,-0.38768965005874634,0.6226161916230213,5.869622944128135,1.0
77,77_0,COMPLETED,BoTorch,-0.35253846645355225,0.311131820846772,12.244752169633111,0.0
78,78_0,COMPLETED,BoTorch,-0.35688480734825134,0.16557926104208243,12.791849573967534,0.0
79,79_0,COMPLETED,BoTorch,-0.38112586736679077,0.2625278891620155,10.503836215470333,0.19955489616464867
80,80_0,COMPLETED,BoTorch,-0.3383985757827759,0.24334076628423779,28.163628758368162,0.0
81,81_0,COMPLETED,BoTorch,-0.35960689187049866,0.14576332292108649,27.145154683929007,0.08422127502753413
82,82_0,COMPLETED,BoTorch,-0.36064502596855164,0.001,47.56008060727958,0.0
83,83_0,COMPLETED,BoTorch,-0.3445151150226593,0.001826964855162063,26.06615484879604,0.0
84,84_0,COMPLETED,BoTorch,-0.37359118461608887,0.0020134018213276788,30.681253305870158,0.21964646364847892
85,85_0,COMPLETED,BoTorch,-0.35756945610046387,0.001,25.74330646210545,0.0
86,86_0,COMPLETED,BoTorch,-0.34977689385414124,0.28578395913287535,43.9090813213759,0.0
87,87_0,COMPLETED,BoTorch,-0.36833441257476807,0.32328874457748913,24.258172295879245,0.0
88,88_0,COMPLETED,BoTorch,-0.3579702377319336,0.1977562999794605,39.062646424391396,0.23900147318963263
89,89_0,COMPLETED,BoTorch,-0.3653109073638916,0.15363617401768712,31.078801419042186,0.0
90,90_0,COMPLETED,BoTorch,-0.38062649965286255,0.0017590115151632686,39.87241596524132,0.0
91,91_0,COMPLETED,BoTorch,-0.37014859914779663,0.001,20.036499194969995,0.3410937600639924
92,92_0,COMPLETED,BoTorch,-0.353576123714447,0.22679715030550865,23.442118503269594,0.19345645493365415
93,93_0,COMPLETED,BoTorch,-0.39506733417510986,0.5226508312745209,1.3914057272685068,1.0
94,94_0,COMPLETED,BoTorch,-0.38613590598106384,0.156920280299562,19.506379560418697,0.19248851246779566
95,95_0,COMPLETED,BoTorch,-0.3551967740058899,0.025153994129434688,14.854552459754766,0.0
96,96_0,COMPLETED,BoTorch,-0.35790738463401794,0.0030977726716357465,20.24282446173546,0.0
97,97_0,COMPLETED,BoTorch,-0.34906044602394104,0.0503615196737666,9.667769089648791,0.0
98,98_0,COMPLETED,BoTorch,-0.3804382085800171,0.09445856063911376,6.161234000899125,0.0
99,99_0,COMPLETED,BoTorch,-0.3440421223640442,0.05291649388327501,20.501349024843776,0.0
100,100_0,COMPLETED,BoTorch,-0.34603625535964966,0.01036805648496929,15.172876185735248,0.0
101,101_0,COMPLETED,BoTorch,-0.37408846616744995,0.001,16.266925315751287,0.0
102,102_0,COMPLETED,BoTorch,-0.3685581386089325,0.020870163343099313,20.986633745982076,0.0
103,103_0,COMPLETED,BoTorch,-0.3684232831001282,0.03768170230856314,17.09769221727965,0.20115961445806776
104,104_0,COMPLETED,BoTorch,-0.3794385492801666,0.0058742971797810985,14.196505673310451,0.0
105,105_0,COMPLETED,BoTorch,-0.3509562909603119,0.1532116301403115,23.277565245718634,1.0
106,106_0,COMPLETED,BoTorch,-0.35814154148101807,0.09110385038169133,14.70052034854918,1.0
107,107_0,COMPLETED,BoTorch,-0.3669770359992981,0.07707722838584902,33.628811650252565,0.0
108,108_0,COMPLETED,BoTorch,-0.34152430295944214,0.09274844631959611,14.436029398432996,0.0
