trial_index,arm_name,trial_status,generation_method,metric,guidance_strength,beta1,beta2,lmbda
0,0_0,COMPLETED,Sobol,-0.8235222101211548,2.1171437703247107,0.5919314680695533,0.49398472997546194,0.15738459019350579
1,1_0,COMPLETED,Sobol,-0.8444458842277527,472.5399414285111,0.4334416116988286,0.7118348489133641,1300.228376005639
2,2_0,COMPLETED,Sobol,-0.8768144249916077,10.05273513199141,0.9760039976444095,0.22343960348144173,0.0025033733229070047
3,3_0,COMPLETED,Sobol,-0.7202066779136658,0.00994456059493413,0.010346365677192807,0.9433658297248184,3.436999455849155
4,4_0,COMPLETED,Sobol,-0.7850791215896606,0.0012247961323899315,0.798047979131341,0.5647154240543023,58.92657093960345
5,5_0,COMPLETED,Sobol,-0.8468064069747925,89.60890600485303,0.20385040919110178,0.3445274672890082,0.008349045149143064
6,6_0,COMPLETED,Sobol,-0.8424789905548096,2317.0722898612535,0.6290997789138928,0.8404969888273627,3826.956460153274
7,7_0,COMPLETED,Sobol,-0.8147792220115662,0.3931787824335387,0.34938385283667595,0.12338512913323939,3.063649549960338
8,8_0,COMPLETED,Sobol,-0.38485437631607056,0.08875741057039713,0.9244653864009306,0.803258499501273,0.044518461627183155
9,9_0,COMPLETED,Sobol,-0.8448596596717834,3914.529895993398,0.07944504557456822,0.020132566971704364,81.18156339095593
10,10_0,COMPLETED,Sobol,-0.8443143963813782,52.944233294993545,0.5046620060484857,0.5385352227659896,0.4937720422187171
11,11_0,COMPLETED,Sobol,-0.7430986166000366,0.005436913307284248,0.47583363586105404,0.26144870517868546,3071.329673910015
12,12_0,COMPLETED,Sobol,-0.7272892594337463,0.048510219313516185,0.7171923720315099,0.14034762237221002,206.89320540870202
13,13_0,COMPLETED,Sobol,-0.8372349739074707,6.526957218381371,0.3100710273720324,0.9171836039051413,0.13280608202016395
14,14_0,COMPLETED,Sobol,-0.84447181224823,726.2823786078142,0.8526048186728731,0.3907341821109876,19.230819055654532
15,15_0,COMPLETED,Sobol,-0.7187291979789734,0.4348022564338064,0.13563584846723825,0.6746095785861835,0.0033981542649972473
16,16_0,COMPLETED,Sobol,-0.828174889087677,0.7488485063953426,0.8170654163639992,0.04782171307783574,8625.882208174087
17,17_0,COMPLETED,Sobol,-0.8458700776100159,1270.7017365505417,0.16336663144268096,0.7677651478378102,1.3434707300601887
18,18_0,COMPLETED,Sobol,-0.8278052806854248,3.790695898709502,0.7368726674420759,0.29497570470348,29.42536711653774
19,19_0,COMPLETED,Sobol,-0.3600815534591675,0.027733550982709874,0.26697274134960025,0.5128124362416565,0.016656610337139523
20,20_0,COMPLETED,Sobol,-0.5588218569755554,0.003418568045653625,0.5397174262711778,0.8834103633100167,0.0012500365228371997
21,21_0,COMPLETED,Sobol,-0.8434591889381409,33.817883344909355,0.4485792132066563,0.16631571213249116,6.8567086109050654
22,22_0,COMPLETED,Sobol,-0.8446105718612671,6224.112523520773,0.9052614513114094,0.6466751441303641,0.3547305488797031
23,23_0,COMPLETED,Sobol,-0.8094543814659119,0.1389205542499221,0.12205934951081872,0.4264737897310406,570.158078243046
24,24_0,COMPLETED,Sobol,-0.7470099329948425,0.24704630206112455,0.6640235952939838,0.7453489234428853,9.640930382752224
25,25_0,COMPLETED,Sobol,-0.8474542498588562,1478.985121370767,0.3222607921231538,0.46827580348961056,0.006806074144194468
26,26_0,COMPLETED,Sobol,-0.8412273526191711,142.6504838988374,0.7789715988216922,0.9710717042656616,471.87610022725573
27,27_0,COMPLETED,Sobol,-0.7197856307029724,0.0019193312868443285,0.24633692388888448,0.1879285632194951,0.058929419655877356
28,28_0,COMPLETED,Sobol,-0.6751204133033752,0.017106593064913057,0.9405809556478635,0.3165791476741433,1.126147125940906
29,29_0,COMPLETED,Sobol,-0.8444997668266296,17.56702031458953,0.0379610302420333,0.6004679417833686,1362.785709295973
30,30_0,COMPLETED,Sobol,-0.8434820771217346,274.6314305178463,0.6114994419962168,0.0896295622503385,0.0223176310017957
31,31_0,COMPLETED,Sobol,-0.8162821531295776,1.2112284527795274,0.39045587138459087,0.8664483352666721,162.59149606438496
32,32_0,COMPLETED,Sobol,-0.8597922921180725,1.8534429761283318,0.9876013608863577,0.5582705861739814,726.8460187719058
33,33_0,COMPLETED,Sobol,-0.8473619222640991,197.32015884916987,0.022101880545727908,0.2807362898848951,0.28213342828882304
34,34_0,COMPLETED,Sobol,-0.8392541408538818,19.013729840875108,0.564390820780769,0.7837727526230738,5.432266263957083
35,35_0,COMPLETED,Sobol,-0.5264978408813477,0.014385913380283614,0.4062877792250365,0.0005953731788322329,0.0015871789042332855
36,36_0,COMPLETED,Sobol,-0.6401072144508362,0.0022822734679890915,0.6486829638071359,0.3792512904871255,0.012762005052284706
37,37_0,COMPLETED,Sobol,-0.8451093435287476,131.79806695487565,0.36888510375469924,0.6626789082605392,38.48005632652411
38,38_0,COMPLETED,Sobol,-0.8458582758903503,2058.484468160052,0.7943469152944163,0.15208013796899467,1.7638951937468952
39,39_0,COMPLETED,Sobol,-0.8088033199310303,0.1614421186104619,0.1998082713643089,0.9288646725872531,6634.575036104205
40,40_0,COMPLETED,Sobol,-0.7611615657806396,0.09981352505848846,0.524346300280653,0.23533407414425164,124.2711647566354
41,41_0,COMPLETED,Sobol,-0.8436192274093628,9524.282511912868,0.4951120710996911,0.954884928454645,0.029142677857050246
42,42_0,COMPLETED,Sobol,-0.8441211581230164,28.439503308139237,0.9206062881667167,0.48232842551730576,1772.6850445114915
43,43_0,COMPLETED,Sobol,-0.7219796776771545,0.003700114070776029,0.07543922836147249,0.7000775663014501,0.8573081807458958
44,44_0,COMPLETED,Sobol,-0.47710102796554565,0.02562376485481788,0.8641772902272642,0.8211731970151886,0.07412929298351252
45,45_0,COMPLETED,Sobol,-0.829533576965332,4.507527168594397,0.1475379613637924,0.10368596538808197,369.97058684535045
46,46_0,COMPLETED,Sobol,-0.8420881628990173,830.3931979633511,0.6898554999651387,0.5842773848623037,0.0053577185866095
47,47_0,COMPLETED,Sobol,-0.8341072797775269,1.0422680531999735,0.28283514369372276,0.3639884397089481,12.174950064093846
48,48_0,COMPLETED,Sobol,-0.8188391327857971,0.6652729919207744,0.733081450553611,0.9905922291688621,2.4021028645631732
49,49_0,COMPLETED,Sobol,-0.8447725176811218,521.757033217054,0.26301956195198,0.20743193915113806,4814.20427710424
50,50_0,COMPLETED,BoTorch,-0.318844199180603,0.04592676772429851,0.49337716430422823,0.6808988604106793,0.0076110509589252156
51,51_0,COMPLETED,BoTorch,-0.39697355031967163,0.03933993703922187,0.3714183508355044,0.7799621600515141,0.003908708356377145
52,52_0,COMPLETED,BoTorch,-0.3241082727909088,0.048384319488721496,0.6199483738540291,0.5837780790789899,0.011773699993115422
53,53_0,COMPLETED,BoTorch,-0.3359065353870392,0.05161325403432354,0.5325215748265741,0.6384678183700969,0.0168449620323563
54,54_0,COMPLETED,BoTorch,-0.3756893277168274,0.047858685512026364,0.7463322246159229,0.5997843976541195,0.007600931274242661
55,55_0,COMPLETED,BoTorch,-0.32688838243484497,0.04093253185546747,0.5149057837036084,0.6710412269361238,0.014313280138032871
56,56_0,COMPLETED,BoTorch,-0.33364108204841614,0.046726185108696264,0.4793204234391908,0.5211657284528235,0.01390290156393174
57,57_0,COMPLETED,BoTorch,-0.3511572778224945,0.053232650996486656,0.5354104623147972,0.7664763088095278,0.017551670295154892
58,58_0,COMPLETED,BoTorch,-0.33383840322494507,0.0383913765648655,0.5061290284744285,0.57402183661442,0.012475512875696643
59,59_0,COMPLETED,BoTorch,-0.34534403681755066,0.04921105937406764,0.4516832208736142,0.5951461770307455,0.013448775354419469
60,60_0,COMPLETED,BoTorch,-0.3335508704185486,0.04581588772774972,0.5664306822399994,0.5703364845173328,0.019143619322606685
61,61_0,COMPLETED,BoTorch,-0.31490540504455566,0.05062319252374319,0.6046212334556229,0.6806530779382738,0.0131280307178427
62,62_0,COMPLETED,BoTorch,-0.33015283942222595,0.03737715515589245,0.5623473775272871,0.6599281407600665,0.011873831649887201
63,63_0,COMPLETED,BoTorch,-0.32187750935554504,0.04539183038340799,0.5324233296174056,0.6039189259216777,0.011183879082262186
64,64_0,COMPLETED,BoTorch,-0.3264274001121521,0.06048408322118406,0.5894666875499994,0.6010888691527394,0.013579758773709986
65,65_0,COMPLETED,BoTorch,-0.32197803258895874,0.04752715554489163,0.584493890410619,0.633505718771278,0.015358132076959703
66,66_0,COMPLETED,BoTorch,-0.3082030117511749,0.0657113149170067,0.658727610705647,0.7498576739552434,0.011920121382997199
67,67_0,COMPLETED,BoTorch,-0.33845001459121704,0.06044893094848257,0.6218586863127278,0.714055296601376,0.005288149579521791
68,68_0,COMPLETED,BoTorch,-0.315414696931839,0.06777388808107902,0.6591412213798322,0.7046021525778043,0.015429791719971147
69,69_0,COMPLETED,BoTorch,-0.30424943566322327,0.07585166341500299,0.7127723296185468,0.8062832521771837,0.013485791680851159
70,70_0,COMPLETED,BoTorch,-0.29711848497390747,0.07020391430426191,0.7357794192918656,0.8875889231674492,0.01339148611778465
71,71_0,COMPLETED,BoTorch,-0.3229316771030426,0.08832793868304419,0.7672629478830921,0.9598955769158867,0.012729731194701954
72,72_0,COMPLETED,BoTorch,-0.29973283410072327,0.0627571071240123,0.7215948306361549,0.8520811333815534,0.014327011379535284
73,73_0,COMPLETED,BoTorch,-0.3034837245941162,0.06824566278637817,0.7385832935071946,0.8499602796166298,0.017550580332834742
74,74_0,COMPLETED,BoTorch,-0.2924964725971222,0.06392090285443165,0.751651392726859,0.8557588960909266,0.012900671920631684
75,75_0,COMPLETED,BoTorch,-0.2909632921218872,0.05678855481879012,0.7374581261550687,0.8971226369506615,0.011498185286498652
76,76_0,COMPLETED,BoTorch,-0.29579809308052063,0.05770331163015365,0.786428655940824,0.9022404633651994,0.012464321477920454
77,77_0,COMPLETED,BoTorch,-0.29199355840682983,0.06005045690503631,0.7414789611203916,0.8797140798413238,0.010449073789282169
78,78_0,COMPLETED,BoTorch,-0.2903713285923004,0.05351703602397909,0.7287287349617675,0.9548561720527494,0.009585303151075955
79,79_0,COMPLETED,BoTorch,-0.2823273539543152,0.05831100620412233,0.7420090448863543,0.9478743012393899,0.010664715565421222
80,80_0,COMPLETED,BoTorch,-0.28214767575263977,0.05374171291948688,0.7530620420882739,0.999,0.011879523469062674
81,81_0,COMPLETED,BoTorch,-0.28580254316329956,0.05414639916554505,0.7228993117075055,0.999,0.010902796298928964
82,82_0,COMPLETED,BoTorch,-0.2780306935310364,0.05690718914669327,0.7586785304876638,0.999,0.010285842802993665
83,83_0,COMPLETED,BoTorch,-0.28236091136932373,0.058222231221603186,0.7816360787971415,0.999,0.009903456473969712
84,84_0,COMPLETED,BoTorch,-0.2801789343357086,0.05959465793443267,0.7600421632113619,0.999,0.011076530598563818
85,85_0,COMPLETED,BoTorch,-0.2811508774757385,0.06004250915364634,0.7498809342420535,0.999,0.00943141633030609
86,86_0,COMPLETED,BoTorch,-0.27646133303642273,0.05875033473780719,0.7763137019881315,0.999,0.011575282237454314
87,87_0,COMPLETED,BoTorch,-0.28782016038894653,0.059531129544341296,0.7672464979463943,0.999,0.0123758629742671
88,88_0,COMPLETED,BoTorch,-0.2951323986053467,0.05388747501753371,0.7758586481400356,0.999,0.009595977795477635
89,89_0,COMPLETED,BoTorch,-0.2885807752609253,0.06005297938137614,0.736790501656635,0.999,0.010967317919944382
90,90_0,COMPLETED,BoTorch,-0.2800981104373932,0.05635885064878986,0.7914424900065767,0.999,0.013281842308300401
91,91_0,COMPLETED,BoTorch,-0.2965041697025299,0.05688591625635616,0.761508955637342,0.999,0.013973412451959353
92,92_0,COMPLETED,BoTorch,-0.28465938568115234,0.060040466699827016,0.8166542457959478,0.999,0.010818644336760674
93,93_0,COMPLETED,BoTorch,-0.28163865208625793,0.05406411870617446,0.781992898632587,0.999,0.011098784157615596
94,94_0,COMPLETED,BoTorch,-0.27555158734321594,0.06140825317977136,0.7803045999951566,0.999,0.010318556585098544
95,95_0,COMPLETED,BoTorch,-0.30816489458084106,0.061262978476014876,0.7859845783179559,0.999,0.008039767428201207
96,96_0,COMPLETED,BoTorch,-0.28050827980041504,0.0577149050857814,0.8481454112847141,0.999,0.014234073664391542
97,97_0,COMPLETED,BoTorch,-0.28204146027565,0.051726806845054055,0.8047803381392667,0.999,0.01302088767979448
98,98_0,COMPLETED,BoTorch,-0.27762940526008606,0.05819703544805254,0.8081400870442235,0.999,0.012499547803942388
99,99_0,COMPLETED,BoTorch,-0.35502395033836365,0.050260822167020644,0.9035903123268327,0.999,0.014805142406548148
100,100_0,COMPLETED,BoTorch,-0.3151213824748993,0.05965303039747838,0.7798159010747021,0.999,0.016558714766695817
101,101_0,COMPLETED,BoTorch,-0.30919116735458374,0.047920012908091274,0.739626992691256,0.999,0.008644330025455813
102,102_0,COMPLETED,BoTorch,-0.2902182340621948,0.06406357261712416,0.7612857688287821,0.999,0.012129601534880127
103,103_0,COMPLETED,BoTorch,-0.2824225425720215,0.060083976627627156,0.7704965518955564,0.9519277641557234,0.011595285996081882
104,104_0,COMPLETED,BoTorch,-0.28635555505752563,0.05698576972643401,0.7531614948138067,0.9569584154526153,0.012769577301503342
