trial_index,arm_name,trial_status,generation_method,metric,guidance_strength
0,0_0,COMPLETED,Sobol,-0.5914445519447327,2.1171437703247107
1,1_0,COMPLETED,Sobol,-0.49022039771080017,8.334163429552671
2,2_0,COMPLETED,Sobol,-0.6526386737823486,8212.638015892508
3,3_0,COMPLETED,Sobol,-0.6853840947151184,0.001889842827262904
4,4_0,COMPLETED,Sobol,-0.6946640610694885,0.052640807202046815
5,5_0,COMPLETED,Sobol,-0.4963608980178833,298.2913265583641
6,6_0,COMPLETED,Sobol,-0.3213097155094147,134.35744070290974
7,7_0,COMPLETED,Sobol,-0.6955740451812744,0.1297940657513337
8,8_0,COMPLETED,Sobol,-0.6573731899261475,0.2038020965437322
9,9_0,COMPLETED,Sobol,-0.32459893822669983,28.14015706041557
10,10_0,COMPLETED,Sobol,-0.6213344931602478,520.2399975268816
11,11_0,COMPLETED,Sobol,-0.6709414720535278,0.012239997961257472
12,12_0,COMPLETED,Sobol,-0.7066450715065002,0.0033341952368863615
13,13_0,COMPLETED,Sobol,-0.6498529314994812,1932.6460760120394
14,14_0,COMPLETED,Sobol,-0.465767502784729,12.935384164212955
15,15_0,COMPLETED,Sobol,-0.6571764945983887,0.43808322199747585
16,16_0,COMPLETED,Sobol,-0.6431608200073242,1.0001125684884087
17,17_0,COMPLETED,Sobol,-0.3951987624168396,17.810130577486994
18,18_0,COMPLETED,Sobol,-0.6643994450569153,2318.322549813085
19,19_0,COMPLETED,Sobol,-0.6836917400360107,0.006631580550700104
20,20_0,COMPLETED,Sobol,-0.6662099361419678,0.014887518536951076
21,21_0,COMPLETED,Sobol,-0.6398142576217651,1045.057572541195
22,22_0,COMPLETED,Sobol,-0.286443293094635,63.35366627198893
23,23_0,COMPLETED,Sobol,-0.6651464700698853,0.2778167170791667
24,24_0,COMPLETED,Sobol,-0.6770373582839966,0.05764449839708752
25,25_0,COMPLETED,Sobol,-0.31238269805908203,98.55082361184009
26,26_0,COMPLETED,Sobol,-0.4542471170425415,245.27393157774324
27,27_0,COMPLETED,Sobol,-0.6840120553970337,0.026208236519264242
28,28_0,COMPLETED,Sobol,-0.6864566206932068,0.0015752606323655594
29,29_0,COMPLETED,Sobol,-0.6648409962654114,4128.620092941036
