trial_index,arm_name,trial_status,generation_method,metric,guidance_strength
0,0_0,COMPLETED,Sobol,0.8516311645507812,2.1171437703247107
1,1_0,COMPLETED,Sobol,0.9737014770507812,8.334163429552671
2,2_0,COMPLETED,Sobol,4.625558853149414,8212.638015892508
3,3_0,COMPLETED,Sobol,0.8774995803833008,0.001889842827262904
4,4_0,COMPLETED,Sobol,0.7737874984741211,0.052640807202046815
5,5_0,COMPLETED,Sobol,2.693653106689453,298.2913265583641
6,6_0,COMPLETED,Sobol,2.1311044692993164,134.35744070290974
7,7_0,COMPLETED,Sobol,0.8304119110107422,0.1297940657513337
8,8_0,COMPLETED,Sobol,0.9136199951171875,0.2038020965437322
9,9_0,COMPLETED,Sobol,1.5224218368530273,28.14015706041557
10,10_0,COMPLETED,Sobol,3.076791763305664,520.2399975268816
11,11_0,COMPLETED,Sobol,0.8977651596069336,0.012239997961257472
12,12_0,COMPLETED,Sobol,0.8968114852905273,0.0033341952368863615
13,13_0,COMPLETED,Sobol,4.57310676574707,1932.6460760120394
14,14_0,COMPLETED,Sobol,1.1390447616577148,12.935384164212955
15,15_0,COMPLETED,Sobol,1.0071992874145508,0.43808322199747585
16,16_0,COMPLETED,Sobol,0.8823871612548828,1.0001125684884087
17,17_0,COMPLETED,Sobol,1.0843276977539062,17.810130577486994
18,18_0,COMPLETED,Sobol,4.329562187194824,2318.322549813085
19,19_0,COMPLETED,Sobol,0.910639762878418,0.006631580550700104
20,20_0,COMPLETED,Sobol,0.9077787399291992,0.014887518536951076
21,21_0,COMPLETED,Sobol,3.858208656311035,1045.057572541195
22,22_0,COMPLETED,Sobol,1.758575439453125,63.35366627198893
23,23_0,COMPLETED,Sobol,0.7913112640380859,0.2778167170791667
24,24_0,COMPLETED,Sobol,0.8248090744018555,0.05764449839708752
25,25_0,COMPLETED,Sobol,1.9860267639160156,98.55082361184009
26,26_0,COMPLETED,Sobol,2.306342124938965,245.27393157774324
27,27_0,COMPLETED,Sobol,0.7913112640380859,0.026208236519264242
28,28_0,COMPLETED,Sobol,1.081705093383789,0.0015752606323655594
29,29_0,COMPLETED,Sobol,4.4612884521484375,4128.620092941036
30,30_0,COMPLETED,Sobol,0.9340047836303711,3.651081141903054
31,31_0,COMPLETED,Sobol,0.8690357208251953,1.5378509676710175
32,32_0,COMPLETED,Sobol,0.9495019912719727,1.301063804858965
33,33_0,COMPLETED,Sobol,0.937342643737793,4.952883197968552
34,34_0,COMPLETED,Sobol,4.447579383850098,4880.381509617365
35,35_0,COMPLETED,Sobol,0.870823860168457,0.0011611694695247558
36,36_0,COMPLETED,Sobol,0.9120702743530273,0.03134772783433069
37,37_0,COMPLETED,Sobol,2.4324655532836914,182.94294550269228
38,38_0,COMPLETED,Sobol,1.6900300979614258,82.39707263021225
39,39_0,COMPLETED,Sobol,1.0262727737426758,0.07727873004408126
40,40_0,COMPLETED,Sobol,0.9351968765258789,0.3322826650782107
41,41_0,COMPLETED,Sobol,1.4837980270385742,47.257289227670434
42,42_0,COMPLETED,Sobol,3.8808584213256836,873.7176600494571
43,43_0,COMPLETED,Sobol,1.0333061218261719,0.019959923620427623
44,44_0,COMPLETED,Sobol,0.7966756820678711,0.0056100797167082
45,45_0,COMPLETED,Sobol,4.401445388793945,3145.0665253620828
46,46_0,COMPLETED,Sobol,1.2257099151611328,21.051445604830217
47,47_0,COMPLETED,Sobol,0.9082555770874023,0.7372471767893256
48,48_0,COMPLETED,Sobol,0.992894172668457,0.6133363216244101
49,49_0,COMPLETED,Sobol,1.1507272720336914,10.604055266782089
